MSOAC,MSOAHOCLN,LAD19C,LAD19N,REG,LSOACOUNT,POPMID15,IMD19 SCORE,MSOARANK,MSOADECILE,MSOAQUINTILE
E02000696,Lavender Park,E09000024,Merton,London,5,8313,18.15923096,3406,6,3
E02000697,Wimbledon Broadway South,E09000024,Merton,London,5,8444,6.867456892,6318,10,5
E02000698,Cottenham Park,E09000024,Merton,London,5,7888,5.883827333,6506,10,5
E02000699,Wimbledon Chase,E09000024,Merton,London,5,7937,6.30793587,6436,10,5
E02000700,Merton Church Road & Phipps Bridge,E09000024,Merton,London,5,8579,23.03602494,2498,4,2
E02000701,Mitcham East,E09000024,Merton,London,5,8577,21.03585496,2845,5,3
E02000702,Lonesome,E09000024,Merton,London,5,8681,24.3327172,2324,4,2
E02000703,Merton Park,E09000024,Merton,London,5,7856,7.517969577,6165,10,5
E02000704,Raynes Park,E09000024,Merton,London,5,8113,13.75204277,4467,7,4
E02000705,Rowan Road,E09000024,Merton,London,5,8752,15.40453576,4017,6,3
E02000706,Mitcham West,E09000024,Merton,London,5,9454,27.77998413,1826,3,2
E02000707,Pollards Hill,E09000024,Merton,London,5,7635,26.48113163,2014,3,2
E02000708,West Barnes,E09000024,Merton,London,5,8547,8.284308997,5993,9,5
E02000709,Cannon Hill,E09000024,Merton,London,5,7759,7.481353009,6172,10,5
E02000710,Mitcham South,E09000024,Merton,London,5,8702,22.27125362,2615,4,2
E02000711,Morden Central,E09000024,Merton,London,5,8724,22.92540486,2520,4,2
E02000712,St Helier North,E09000024,Merton,London,5,8794,22.80065715,2538,4,2
E02000713,Lower Morden,E09000024,Merton,London,5,7491,9.228112402,5760,9,5
E02000714,Forest Gate North,E09000025,Newham,London,4,8302,27.65861142,1850,3,2
E02000715,Little Ilford West,E09000025,Newham,London,4,7746,31.15550542,1419,3,2
E02000716,Manor Park North,E09000025,Newham,London,4,7769,30.45154743,1499,3,2
E02000717,Manor Park South,E09000025,Newham,London,4,8663,29.73585432,1565,3,2
E02000718,Little Ilford East,E09000025,Newham,London,4,7453,34.01824165,1119,2,1
E02000719,Forest Gate West,E09000025,Newham,London,4,8382,27.79439585,1825,3,2
E02000720,Forest Gate East,E09000025,Newham,London,4,7747,25.12422434,2208,4,2
E02000721,Forest Gate South,E09000025,Newham,London,5,9824,33.37428217,1185,2,1
E02000722,Stratford East,E09000025,Newham,London,4,8358,27.69799892,1841,3,2
E02000723,East Ham North,E09000025,Newham,London,5,10965,25.03543238,2220,4,2
E02000724,Plashet East,E09000025,Newham,London,5,10021,27.70225367,1840,3,2
E02000725,Stratford Central,E09000025,Newham,London,4,9352,30.49649914,1496,3,2
E02000726,Olympic Park & Mill Meads,E09000025,Newham,London,5,18263,27.45916569,1877,3,2
E02000727,Plashet West,E09000025,Newham,London,4,8478,27.19760085,1913,3,2
E02000728,Wallend North,E09000025,Newham,London,5,8268,25.8413141,2102,4,2
E02000729,West Ham Park,E09000025,Newham,London,4,7251,26.25998717,2051,4,2
E02000730,Upton Park,E09000025,Newham,London,4,9180,27.07300501,1927,3,2
E02000731,East Ham Central,E09000025,Newham,London,5,10769,29.36412137,1614,3,2
E02000732,East Ham West,E09000025,Newham,London,4,8014,33.48235875,1171,2,1
E02000733,West Ham & Stratford Park,E09000025,Newham,London,5,10263,29.70705885,1571,3,2
E02000734,Plaistow North,E09000025,Newham,London,4,7838,29.24225695,1623,3,2
E02000735,Plaistow North East,E09000025,Newham,London,4,8188,30.68628029,1472,3,2
E02000736,Wallend South,E09000025,Newham,London,5,9074,32.12584119,1330,2,1
E02000737,East Ham South,E09000025,Newham,London,5,10217,28.03085651,1789,3,2
E02000738,East Ham South West,E09000025,Newham,London,4,9236,22.98036542,2508,4,2
E02000739,Plaistow Park,E09000025,Newham,London,4,7595,28.75636445,1692,3,2
E02000740,Canning Town North,E09000025,Newham,London,4,7046,32.49887482,1286,2,1
E02000741,Plaistow South,E09000025,Newham,London,4,8868,28.58458875,1714,3,2
E02000742,Lonsdale Avenue,E09000025,Newham,London,4,8655,31.15196407,1421,3,2
E02000743,Canning Town Central,E09000025,Newham,London,4,9244,38.294951,831,2,1
E02000744,Canning Town East,E09000025,Newham,London,4,8955,35.41070296,1011,2,1
E02000745,Beckton North,E09000025,Newham,London,5,8511,30.54680931,1486,3,2
E02000746,Beckton,E09000025,Newham,London,4,7990,32.28701402,1313,2,1
E02000747,Canning Town South & Bow Creek,E09000025,Newham,London,7,11766,32.73259179,1258,2,1
E02000748,Beckton Park,E09000025,Newham,London,4,6481,26.13575204,2069,4,2
E02000749,Custom House,E09000025,Newham,London,5,8850,40.51207333,688,2,1
E02000750,Royal Docks & North Woolwich,E09000025,Newham,London,6,12672,22.49670557,2592,4,2
E02000751,Woodford Wells,E09000026,Redbridge,London,7,10540,7.202862998,6238,10,5
E02000752,Hainault East,E09000026,Redbridge,London,4,7362,28.57728498,1715,3,2
E02000753,Hainault West,E09000026,Redbridge,London,4,6599,23.51056933,2440,4,2
E02000754,Woodford Green,E09000026,Redbridge,London,4,6769,14.50568651,4265,7,4
E02000755,Woodford Bridge,E09000026,Redbridge,London,3,5640,16.18405319,3823,6,3
E02000756,Fairlop,E09000026,Redbridge,London,7,13423,16.16076466,3828,6,3
E02000757,South Woodford High Road,E09000026,Redbridge,London,7,12580,9.42959849,5705,9,5
E02000758,Clayhall North,E09000026,Redbridge,London,4,6086,16.23159514,3814,6,3
E02000759,Roding,E09000026,Redbridge,London,7,13158,15.52582551,3983,6,3
E02000760,Barkingside North,E09000026,Redbridge,London,4,7132,19.82641321,3063,5,3
E02000762,Barkingside West,E09000026,Redbridge,London,4,6609,10.21119958,5487,9,5
E02000763,Aldborough Hatch,E09000026,Redbridge,London,4,7292,17.38797244,3565,6,3
E02000764,Snaresbrook,E09000026,Redbridge,London,7,12546,11.06974374,5220,8,4
E02000765,Barkingside East,E09000026,Redbridge,London,4,6595,12.9965768,4670,7,4
E02000767,Newbury Park,E09000026,Redbridge,London,4,8063,15.67071239,3952,6,3
E02000768,Wanstead,E09000026,Redbridge,London,4,5837,9.023436526,5812,9,5
E02000769,Chadwell Heath West,E09000026,Redbridge,London,8,15941,16.92342864,3649,6,3
E02000770,Seven Kings Park,E09000026,Redbridge,London,4,7961,15.91164339,3896,6,3
E02000772,Goodmayes North,E09000026,Redbridge,London,4,8774,18.02358639,3436,6,3
E02000773,Ley Street,E09000026,Redbridge,London,4,9956,16.50937646,3741,6,3
E02000774,Seven Kings Meads Lane,E09000026,Redbridge,London,4,7532,22.11288409,2646,4,2
E02000776,Ilford North East,E09000026,Redbridge,London,4,6815,17.05742362,3624,6,3
E02000777,Wanstead Flats,E09000026,Redbridge,London,4,6076,17.29895244,3584,6,3
E02000779,Ilford North West,E09000026,Redbridge,London,4,8421,26.40787151,2026,3,2
E02000780,Ilford South East,E09000026,Redbridge,London,8,16198,23.34816138,2467,4,2
E02000781,South Park,E09000026,Redbridge,London,7,14813,16.98221562,3642,6,3
E02000782,Ilford South West,E09000026,Redbridge,London,5,10006,28.46485559,1729,3,2
E02000783,Loxford Park,E09000026,Redbridge,London,4,7465,27.66082451,1848,3,2
E02000784,North Barnes,E09000027,Richmond upon Thames,London,7,10131,9.805824894,5592,9,5
E02000785,Kew Gardens,E09000027,Richmond upon Thames,London,6,9659,6.926790247,6302,10,5
E02000786,Mortlake & South Barnes,E09000027,Richmond upon Thames,London,7,11405,9.700054976,5631,9,5
E02000787,North Sheen,E09000027,Richmond upon Thames,London,7,11496,13.6120628,4498,7,4
E02000788,East Sheen North,E09000027,Richmond upon Thames,London,5,8908,6.50108498,6403,10,5
E02000789,Queen's Road,E09000027,Richmond upon Thames,London,4,6266,9.629095117,5652,9,5
E02000790,St Margarets,E09000027,Richmond upon Thames,London,4,6538,5.384548027,6588,10,5
E02000791,Richmond Central,E09000027,Richmond upon Thames,London,4,6508,5.957178857,6492,10,5
E02000792,Twickenham Marble Hill,E09000027,Richmond upon Thames,London,4,7121,5.734242241,6538,10,5
E02000793,Whitton,E09000027,Richmond upon Thames,London,5,8343,11.20644157,5179,8,4
E02000794,Twickenham North,E09000027,Richmond upon Thames,London,4,6830,7.141383602,6259,10,5
E02000795,"Richmond Park, Sheen Gate & Petersham",E09000027,Richmond upon Thames,London,4,6914,8.906516199,5837,9,5
E02000796,Heathfield,E09000027,Richmond upon Thames,London,6,10624,16.4039166,3772,6,3
E02000797,Twickenham Town,E09000027,Richmond upon Thames,London,4,7544,6.688603791,6360,10,5
E02000798,Twickenham West,E09000027,Richmond upon Thames,London,7,11086,10.26773426,5467,9,5
E02000799,Strawberry Hill,E09000027,Richmond upon Thames,London,4,6598,5.548346014,6566,10,5
E02000800,Ham,E09000027,Richmond upon Thames,London,3,5422,15.60235891,3964,6,3
E02000801,Teddington North,E09000027,Richmond upon Thames,London,4,7139,5.662386749,6549,10,5
E02000802,Hampton Hill,E09000027,Richmond upon Thames,London,4,7024,7.598219675,6144,10,5
E02000803,Nursery Lands & Hampton North,E09000027,Richmond upon Thames,London,6,9602,17.43955728,3553,6,3
E02000804,Teddington Central,E09000027,Richmond upon Thames,London,4,7311,6.896205581,6309,10,5
E02000805,Hampton Wick & Teddington East,E09000027,Richmond upon Thames,London,6,11391,8.833813537,5852,9,5
E02000806,Hampton Village,E09000027,Richmond upon Thames,London,6,10264,8.497609412,5944,9,5
E02000807,Rotherhithe,E09000028,Southwark,London,5,9097,13.79343861,4448,7,4
E02000808,Borough & Southwark Street,E09000028,Southwark,London,5,10353,19.593476,3115,5,3
E02000809,Bermondsey North,E09000028,Southwark,London,8,13228,15.79987096,3930,6,3
E02000810,Bermondsey East,E09000028,Southwark,London,5,12472,26.14106591,2066,4,2
E02000812,London Bridge & Bermondsey West,E09000028,Southwark,London,6,10634,27.73977854,1835,3,2
E02000813,Canada Water,E09000028,Southwark,London,5,10267,27.19934772,1911,3,2
E02000814,Surrey Quays,E09000028,Southwark,London,5,9089,20.19726152,3012,5,3
E02000815,Elephant & Castle,E09000028,Southwark,London,4,7087,26.75764315,1966,3,2
E02000816,South Bermondsey Central,E09000028,Southwark,London,5,10059,28.85131912,1676,3,2
E02000817,South Bermondsey East,E09000028,Southwark,London,4,7195,34.55739055,1078,2,1
E02000818,Walworth North,E09000028,Southwark,London,4,7683,34.45533229,1086,2,1
E02000819,South Bermondsey West,E09000028,Southwark,London,5,8788,31.00217934,1438,3,2
E02000820,Kennington East,E09000028,Southwark,London,6,9929,27.40824323,1886,3,2
E02000821,Burgess Park,E09000028,Southwark,London,5,8128,39.2690625,762,2,1
E02000822,Walworth South,E09000028,Southwark,London,5,7295,33.17434969,1208,2,1
E02000823,Burgess Park West & John Ruskin Street,E09000028,Southwark,London,5,8663,28.6145445,1708,3,2
E02000824,Peckham Park Road,E09000028,Southwark,London,5,10091,31.90757239,1357,2,1
E02000825,Peckham North West,E09000028,Southwark,London,5,9583,33.3012231,1197,2,1
E02000826,Camberwell North,E09000028,Southwark,London,5,9091,29.95523408,1540,3,2
E02000827,Camberwell Green,E09000028,Southwark,London,6,10969,31.28189963,1412,3,2
E02000828,Peckham North,E09000028,Southwark,London,4,8560,35.42614428,1009,2,1
E02000829,Queens Road Peckham,E09000028,Southwark,London,5,11452,34.77146236,1059,2,1
E02000830,Camberwell South,E09000028,Southwark,London,5,9278,20.01590472,3038,5,3
E02000831,Peckham Rye,E09000028,Southwark,London,5,9907,24.73823731,2257,4,2
E02000832,Nunhead North,E09000028,Southwark,London,5,10703,30.13412445,1528,3,2
E02000833,North Dulwich,E09000028,Southwark,London,5,8550,19.44935497,3147,5,3
E02000834,Peckham Rye Common,E09000028,Southwark,London,5,9616,18.20127548,3396,6,3
E02000835,Nunhead South & Newlands,E09000028,Southwark,London,4,7816,20.37527636,2974,5,3
E02000836,East Dulwich,E09000028,Southwark,London,5,8414,14.23300416,4337,7,4
E02000837,Herne Hill & Dulwich Park,E09000028,Southwark,London,5,9448,9.928760902,5565,9,5
E02000838,Dulwich Hill,E09000028,Southwark,London,5,9290,17.23100538,3596,6,3
E02000839,Sydenham Hill,E09000028,Southwark,London,5,8177,20.29518723,2993,5,3
E02000840,Middleton Circle,E09000029,Sutton,London,5,8527,31.98473906,1345,2,1
E02000841,St Helier South,E09000029,Sutton,London,5,9141,28.1525425,1768,3,2
E02000842,Stonecot,E09000029,Sutton,London,5,7791,9.867797972,5580,9,5
E02000843,Hackbridge,E09000029,Sutton,London,5,7856,15.41885438,4010,6,3
E02000844,The Wrythe,E09000029,Sutton,London,5,8130,20.51463272,2950,5,3
E02000845,Worcester Park East,E09000029,Sutton,London,5,9664,9.770362893,5603,9,5
E02000846,Sutton North,E09000029,Sutton,London,4,7225,10.87425287,5269,8,4
E02000847,North Cheam West,E09000029,Sutton,London,6,9238,6.876810782,6314,10,5
E02000848,North Cheam East,E09000029,Sutton,London,5,8044,7.747291522,6118,10,5
E02000849,Wallington North,E09000029,Sutton,London,5,7882,12.79201332,4742,7,4
E02000850,Beddington,E09000029,Sutton,London,7,10672,12.18067204,4908,8,4
E02000851,Sutton Central,E09000029,Sutton,London,5,9126,21.22601052,2810,5,3
E02000852,Sutton East,E09000029,Sutton,London,5,7768,9.235949022,5759,9,5
E02000853,Sutton West,E09000029,Sutton,London,5,7922,13.56951111,4505,7,4
E02000854,Carshalton Village,E09000029,Sutton,London,5,7355,9.897086064,5570,9,5
E02000855,Cheam High Street,E09000029,Sutton,London,5,8029,6.350149707,6432,10,5
E02000856,Wallington South,E09000029,Sutton,London,5,8919,11.83447898,4995,8,4
E02000857,Sutton South West,E09000029,Sutton,London,5,8623,10.29694944,5451,9,5
E02000858,Roundshaw,E09000029,Sutton,London,5,8262,32.31579896,1309,2,1
E02000859,Carshalton on the Hill,E09000029,Sutton,London,5,8536,11.74606209,5021,8,4
E02000860,Sutton South & Shanklin,E09000029,Sutton,London,5,8236,19.69012822,3098,5,3
E02000861,Carshalton Beeches & Banstead Road,E09000029,Sutton,London,5,7703,5.020283266,6633,10,5
E02000863,"Orchard Hill, Woodcote Green & Clockhouse",E09000029,Sutton,London,4,6786,10.86407545,5271,8,4
E02000864,Bow North & Fish Island,E09000030,Tower Hamlets,London,4,9717,33.5666926,1163,2,1
E02000865,Bethnal Green North East,E09000030,Tower Hamlets,London,4,7875,33.66083822,1152,2,1
E02000866,Bow West,E09000030,Tower Hamlets,London,5,10414,25.29098272,2179,4,2
E02000867,Bow South,E09000030,Tower Hamlets,London,6,11859,25.02429421,2223,4,2
E02000868,Bethnal Green North West,E09000030,Tower Hamlets,London,4,7015,28.85113913,1677,3,2
E02000869,Columbia Road,E09000030,Tower Hamlets,London,4,6165,33.03527818,1226,2,1
E02000870,Bethnal Green East,E09000030,Tower Hamlets,London,4,6659,29.58680417,1586,3,2
E02000871,Bromley-by-Bow East,E09000030,Tower Hamlets,London,5,10732,33.78368505,1135,2,1
E02000872,Brick Lane North,E09000030,Tower Hamlets,London,4,8551,30.51431002,1491,3,2
E02000873,Mile End West,E09000030,Tower Hamlets,London,5,9517,26.84948082,1958,3,2
E02000874,Bethnal Green Central,E09000030,Tower Hamlets,London,4,7265,33.36954522,1187,2,1
E02000875,Bromley-by-Bow West,E09000030,Tower Hamlets,London,5,12355,31.35519628,1404,3,2
E02000876,Bethnal Green South,E09000030,Tower Hamlets,London,4,7680,33.78064609,1136,2,1
E02000877,Mile End East & Burdett Estate,E09000030,Tower Hamlets,London,5,11889,31.26856565,1413,3,2
E02000878,Spitalfields,E09000030,Tower Hamlets,London,5,11343,30.51716821,1490,3,2
E02000879,Stepney Green,E09000030,Tower Hamlets,London,4,8936,30.615297,1480,3,2
E02000880,Whitechapel,E09000030,Tower Hamlets,London,4,6283,30.80582604,1460,3,2
E02000881,Poplar Leaside,E09000030,Tower Hamlets,London,4,8105,39.50274349,745,2,1
E02000882,Limehouse North & Stepney East,E09000030,Tower Hamlets,London,4,10112,35.63656744,995,2,1
E02000883,Poplar Central,E09000030,Tower Hamlets,London,4,9080,40.40641134,694,2,1
E02000884,Aldgate,E09000030,Tower Hamlets,London,5,10968,24.32861698,2325,4,2
E02000885,Shadwell North,E09000030,Tower Hamlets,London,4,7465,36.60490047,923,2,1
E02000886,Limehouse East,E09000030,Tower Hamlets,London,4,8355,25.34613525,2172,4,2
E02000887,Poplar West,E09000030,Tower Hamlets,London,4,10224,32.65090943,1265,2,1
E02000888,Shadwell Basin & Ratcliffe,E09000030,Tower Hamlets,London,5,9575,23.27310841,2474,4,2
E02000889,St George in the East & Wapping North,E09000030,Tower Hamlets,London,4,7870,21.14019898,2824,5,3
E02000890,Tower Hill & Wapping South,E09000030,Tower Hamlets,London,3,6132,9.30465835,5739,9,5
E02000891,Blackwall & Leamouth,E09000030,Tower Hamlets,London,8,15925,19.25768641,3185,5,3
E02000893,Mudchute,E09000030,Tower Hamlets,London,4,7398,20.85948216,2879,5,3
E02000894,Millwall South,E09000030,Tower Hamlets,London,6,11309,13.13253453,4634,7,4
E02000895,Chingford Green West,E09000031,Waltham Forest,London,5,8213,23.4748713,2445,4,2
E02000896,Chingford Green East,E09000031,Waltham Forest,London,5,9177,14.95624986,4131,7,4
E02000897,Friday Hill,E09000031,Waltham Forest,London,5,8507,28.00218843,1794,3,2
E02000898,Larkswood,E09000031,Waltham Forest,London,5,7998,24.39077144,2312,4,2
E02000899,Chingford Mount,E09000031,Waltham Forest,London,5,8470,20.38614203,2970,5,3
E02000900,South Chingford,E09000031,Waltham Forest,London,5,8712,27.38653811,1890,3,2
E02000901,Highams Park East,E09000031,Waltham Forest,London,6,10219,15.18197994,4072,6,3
E02000902,Highams Park West,E09000031,Waltham Forest,London,5,8748,24.62900366,2270,4,2
E02000903,Higham Hill,E09000031,Waltham Forest,London,5,9224,35.59168159,1001,2,1
E02000904,Fulbourne Road & Walthamstow Forest,E09000031,Waltham Forest,London,4,8631,20.25292515,3002,5,3
E02000905,Lloyd Park,E09000031,Waltham Forest,London,5,10063,21.85160201,2696,4,2
E02000906,William Morris,E09000031,Waltham Forest,London,5,9520,24.49563477,2295,4,2
E02000907,Wood Street,E09000031,Waltham Forest,London,6,10969,36.86957261,907,2,1
E02000908,Blackhorse Road,E09000031,Waltham Forest,London,5,11782,22.12619997,2643,4,2
E02000909,Upper Walthamstow,E09000031,Waltham Forest,London,5,9014,20.60535833,2931,5,3
E02000910,Walthamstow Central,E09000031,Waltham Forest,London,6,10708,24.58240699,2280,4,2
E02000911,Walthamstow Market & South Grove,E09000031,Waltham Forest,London,5,11457,29.24512255,1622,3,2
E02000912,Markhouse & St James Park,E09000031,Waltham Forest,London,5,9029,28.83343936,1679,3,2
E02000913,Whipps Cross,E09000031,Waltham Forest,London,5,9231,24.06185982,2356,4,2
E02000914,Baker's Arms,E09000031,Waltham Forest,London,5,11190,35.18019383,1024,2,1
E02000915,Leytonstone North,E09000031,Waltham Forest,London,5,9050,21.75980552,2710,4,2
E02000916,Lea Bridge,E09000031,Waltham Forest,London,5,9587,27.13461875,1920,3,2
E02000917,Leyton North,E09000031,Waltham Forest,London,5,9954,19.80860247,3067,5,3
E02000918,Leytonstone East,E09000031,Waltham Forest,London,5,9570,26.85788474,1957,3,2
E02000919,Leyton East,E09000031,Waltham Forest,London,5,9399,21.24470242,2806,5,3
E02000920,Leyton South,E09000031,Waltham Forest,London,5,10118,27.82377288,1820,3,2
E02000921,Leytonstone South West,E09000031,Waltham Forest,London,6,11315,30.60685002,1481,3,2
E02000922,Leytonstone South East,E09000031,Waltham Forest,London,6,10816,23.84354484,2388,4,2
E02000923,Battersea Park,E09000032,Wandsworth,London,4,7825,12.64306569,4784,8,4
E02000924,Nine Elms & Patmore,E09000032,Wandsworth,London,7,12194,26.94160563,1941,3,2
E02000925,Battersea Latchmere,E09000032,Wandsworth,London,4,7908,26.59996295,1991,3,2
E02000926,St Mary's & Cotton Row,E09000032,Wandsworth,London,6,9997,15.82190337,3926,6,3
E02000927,Lavender Hill East,E09000032,Wandsworth,London,4,7224,22.18776024,2634,4,2
E02000928,Putney Embankment & Lower Common,E09000032,Wandsworth,London,5,8593,9.812317584,5589,9,5
E02000929,York Gardens,E09000032,Wandsworth,London,4,7433,33.28118283,1200,2,1
E02000930,Lavender Hill West & Little India,E09000032,Wandsworth,London,5,10611,14.54632758,4252,7,4
E02000931,Clapham Common West,E09000032,Wandsworth,London,5,9435,7.606388871,6142,10,5
E02000932,Putney Town & Wandsworth Park,E09000032,Wandsworth,London,6,10903,11.19879895,5180,8,4
E02000933,Putney West,E09000032,Wandsworth,London,5,8673,10.54486037,5383,8,4
E02000934,Clapham Junction & East Hill,E09000032,Wandsworth,London,5,9783,12.08771491,4933,8,4
E02000935,Roehampton North West,E09000032,Wandsworth,London,4,7053,28.71294442,1699,3,2
E02000936,East Putney,E09000032,Wandsworth,London,5,8811,12.45230757,4835,8,4
E02000937,Wandsworth Common,E09000032,Wandsworth,London,5,8242,9.173110167,5775,9,5
E02000938,Roehampton North East,E09000032,Wandsworth,London,5,10477,22.71332051,2553,4,2
E02000939,Nightingale Lane,E09000032,Wandsworth,London,5,8219,7.413664436,6185,10,5
E02000940,Wandsworth South,E09000032,Wandsworth,London,4,8405,21.52855134,2760,5,3
E02000941,Earlsfield North,E09000032,Wandsworth,London,6,10199,12.46074674,4832,8,4
E02000942,Southfields North,E09000032,Wandsworth,London,6,9382,8.84261554,5849,9,5
E02000943,Balham,E09000032,Wandsworth,London,5,8858,12.18767205,4906,8,4
E02000944,West Hill North,E09000032,Wandsworth,London,4,7193,25.05396622,2216,4,2
E02000945,Roehampton South & Putney Vale,E09000032,Wandsworth,London,4,8025,27.48183003,1870,3,2
E02000946,Earlsfield South,E09000032,Wandsworth,London,5,8726,18.25819356,3386,5,3
E02000947,Merton Road,E09000032,Wandsworth,London,5,8587,8.234073716,6003,9,5
E02000948,Tooting Bec Common,E09000032,Wandsworth,London,6,9931,13.88965784,4423,7,4
E02000949,Springfield,E09000032,Wandsworth,London,6,9829,11.20838722,5177,8,4
E02000950,West Hill South,E09000032,Wandsworth,London,5,7673,13.0261444,4663,7,4
E02000951,Tooting Bec West,E09000032,Wandsworth,London,4,6690,16.91454155,3651,6,3
E02000952,Tooting Bec East,E09000032,Wandsworth,London,4,6161,19.61165996,3112,5,3
E02000953,Summerstown,E09000032,Wandsworth,London,4,7694,12.05371926,4944,8,4
E02000954,Upper Tooting,E09000032,Wandsworth,London,4,6217,16.68636223,3700,6,3
E02000955,Tooting North,E09000032,Wandsworth,London,4,6497,25.77732477,2113,4,2
E02000956,Tooting West,E09000032,Wandsworth,London,4,8120,22.83344249,2531,4,2
E02000957,Tooting East,E09000032,Wandsworth,London,6,11075,19.2439991,3190,5,3
E02000958,Furzedown West,E09000032,Wandsworth,London,5,8733,15.49050475,3994,6,3
E02000959,Furzedown East,E09000032,Wandsworth,London,4,8101,20.70418862,2911,5,3
E02000960,St John's Wood North,E09000033,Westminster,London,4,7584,9.878800369,5576,9,5
E02000961,Abbey Road,E09000033,Westminster,London,5,10601,16.0467538,3858,6,3
E02000962,St John's Wood South,E09000033,Westminster,London,5,9274,16.4712851,3754,6,3
E02000963,Queen's Park Gardens,E09000033,Westminster,London,5,11029,33.10000508,1219,2,1
E02000964,Maida Hill,E09000033,Westminster,London,6,13643,29.66748193,1576,3,2
E02000965,Maida Vale,E09000033,Westminster,London,5,9064,15.31345929,4041,6,3
E02000966,Little Venice,E09000033,Westminster,London,6,10378,11.88889458,4979,8,4
E02000967,Regent's Park,E09000033,Westminster,London,4,8567,9.325169137,5734,9,5
E02000968,Church Street,E09000033,Westminster,London,8,15457,41.57188322,635,1,1
E02000969,Westbourne,E09000033,Westminster,London,5,10136,38.76028216,799,2,1
E02000970,Marylebone & Park Lane,E09000033,Westminster,London,5,10102,9.603868244,5664,9,5
E02000971,Bryanston & Dorset Square,E09000033,Westminster,London,5,8702,15.57238405,3971,6,3
E02000972,Fitzrovia West & Soho,E09000033,Westminster,London,5,9682,20.04761589,3030,5,3
E02000973,Westbourne Grove,E09000033,Westminster,London,6,10955,17.76054742,3490,6,3
E02000974,Paddington & St George's Fields,E09000033,Westminster,London,6,8468,19.77871457,3073,5,3
E02000975,Bayswater East,E09000033,Westminster,London,5,9533,12.23830347,4893,8,4
E02000976,Queensway,E09000033,Westminster,London,6,10585,17.89070033,3461,6,3
E02000977,"Strand, St James & Mayfair",E09000033,Westminster,London,4,6487,19.28146,3181,5,3
E02000978,"Knightsbridge, Belgravia & Hyde Park",E09000033,Westminster,London,6,10433,8.156269338,6021,9,5
E02000979,Central Westminster,E09000033,Westminster,London,5,9580,20.43121106,2963,5,3
E02000980,Millbank,E09000033,Westminster,London,5,9707,23.26019264,2475,4,2
E02000981,Pimlico North,E09000033,Westminster,London,5,9955,14.60604992,4234,7,4
E02000982,Victoria,E09000033,Westminster,London,6,8818,25.22996847,2188,4,2
E02000983,Pilmlico South,E09000033,Westminster,London,6,9307,21.72847158,2721,5,3
E02006782,Plaistow (Bromley),E09000006,Bromley,London,5,7857,19.54619868,3128,5,3
E02006783,Downham East,E09000023,Lewisham,London,5,7591,35.48995402,1005,2,1
E02006784,Downham West,E09000023,Lewisham,London,5,8073,33.77835662,1137,2,1
E02006785,Wickham Street & East Wickham,E09000004,Bexley,London,4,6667,17.5550933,3526,6,3
E02006786,Wickham Lane & Winns Common,E09000011,Greenwich,London,4,7438,24.86129,2241,4,2
E02006787,Elmers End,E09000006,Bromley,London,5,7927,10.26326605,5468,9,5
E02006788,South Norwood Park,E09000008,Croydon,London,5,7763,30.45134845,1500,3,2
E02006789,Biggin Hill East & Cudham,E09000006,Bromley,London,4,6470,13.73464189,4471,7,4
E02006791,Chiswick North West,E09000009,Ealing,London,4,6762,15.63099763,3960,6,3
E02006792,Chiswick Park,E09000018,Hounslow,London,5,8746,13.17379179,4624,7,4
E02006793,Upper Edmonton West,E09000010,Enfield,London,5,10032,39.73378967,726,2,1
E02006794,White Hart Lane,E09000014,Haringey,London,4,8025,43.50594555,538,1,1
E02006795,Rayners Lane South,E09000015,Harrow,London,5,8137,11.15611454,5198,8,4
E02006796,South Ruislip,E09000017,Hillingdon,London,5,8857,12.92728971,4689,7,4
E02006798,New Cross & Deptford South,E09000023,Lewisham,London,5,7883,35.76367588,981,2,1
E02006799,Becontree North,E09000002,Barking and Dagenham,London,6,10726,34.92821182,1043,2,1
E02006800,Goodmayes South,E09000026,Redbridge,London,7,14245,21.11502022,2833,5,3
E02006801,"Lambeth North, Waterloo & South Bank",E09000022,Lambeth,London,5,9921,20.59552858,2933,5,3
E02006802,Southwark St George's,E09000028,Southwark,London,5,7522,32.09325977,1335,2,1
E02006836,Belmont & South Cheam,E09000029,Sutton,London,5,8435,4.518212211,6687,10,5
E02006853,Millwall North,E09000030,Tower Hamlets,London,5,9582,20.9492344,2862,5,3
E02006854,Canary Wharf,E09000030,Tower Hamlets,London,4,7473,13.93468005,4408,7,4
E02006882,Kenton West,E09000015,Harrow,London,9,14311,12.47848138,4821,8,4
E02006918,Clapton Leaside,E09000012,Hackney,London,5,9111,34.59156349,1073,2,1
E02006921,Upper Clapton,E09000012,Hackney,London,4,8414,35.71100547,987,2,1
E02006924,Valentines Park & Cranbrook,E09000026,Redbridge,London,8,13406,16.08696255,3850,6,3
E02006925,Clayhall South,E09000026,Redbridge,London,8,14088,10.62799283,5366,8,4
E02006927,Kidbrooke South,E09000011,Greenwich,London,5,9450,22.64631418,2566,4,2
E02006928,Greenwich & Deptford Creekside,E09000011,Greenwich,London,4,10126,20.761873,2901,5,3
E02006929,Greenwich Peninsula,E09000011,Greenwich,London,5,8464,27.11500591,1922,3,2
E02006930,Greenwich East,E09000011,Greenwich,London,4,7537,20.58279581,2937,5,3
E02006931,Greenwich Town & Park,E09000011,Greenwich,London,5,9405,19.135968,3218,5,3
